subdivision,no_match_count,no_match_area_acres,subdivision_review_count,avg_area_acres
BROWN fARM SUB.,1,0.24,0,0.2392
BROWNVILL,1,0.51,0,0.5128
BROWNVILLE  BLK O,1,1.58,0,1.5823
BUFFALO TERRACE,1,1.89,0,1.8851
BUFFALO TERRACE APARTMENTS,1,9.34,0,9.3379
C B PETHEL,1,0.25,0,0.2489
C E JOHNSTON,1,0.71,0,0.7074
C H SEARS,1,2.32,0,2.317
C J GOODMAN ESTATE,1,0.29,0,0.2932
C J WILLIAMS,1,1.75,0,1.751
C M BOST EST,1,0.57,0,0.5652
C M SLOOP ESTATE,1,0.38,0,0.3783
C R GOODNIGHT PROPERTY,1,0.4,0,0.4023
C T CROWELL BLK C (REVISED),1,0.14,0,0.1418
C.M. SLOOP ESTATE,1,0.52,0,0.5235
CABARRUS COUNTRY CLUB,1,10.29,0,10.2927
CABARRUS COUNTY PROPERTY,1,10.08,0,10.0768
CABARRUS MEMORIAL HOSPITAL,1,7.01,0,7.0077
CABARRUSCO LLC,1,7.91,0,7.9074
Cadaz LLc,1,0.12,0,0.1165
Cadaz LLC,1,0.31,0,0.3092
CALDWELL RD & UNIVERSITY CITY BLVD PROPERTY,1,1.79,0,1.791
CALEB GOODMAN ESTATE,1,0.61,0,0.6111
CALLAHAN,1,0.97,0,0.9743
CAMBRIDGE CORNER ASSOCIATES,1,1.2,0,1.197
CAMDEN CT NW,1,0.16,0,0.158
CAMERON HOPKINS,1,0.51,0,0.5079
CAMERON MCRAE PROP,1,3.78,0,3.7763
CANNON HOLDING,1,0.24,0,0.2415
CANNON HOLDING CORP BLK 22,1,0.22,0,0.223
CANNON holing corp lot bk f,1,0.19,0,0.1898
CANNON PROPERTY,1,0.34,0,0.3416
CANNON&SPENCER,1,0.24,0,0.2423
CAREMOOR COMMUNITY,1,4.6,0,4.6009
CARL B POUNDS PROPERTY,1,0.69,0,0.6936
CAROLANDO SECT. III,1,1.57,0,1.57
CAROLINA AIR  PARK DEVELOPMENT BLK G,1,0.44,0,0.4366
CAROLINA AIR PARK BK C,1,0.26,0,0.262
CAROLINA CEMETARY PARK INC,1,66.62,0,66.624
CAROLINA LILY,1,0.02,0,0.0236
CAROLINA VILLAGE,1,52.13,0,52.1251
CARRIAGE HOUSE DUPLEX,1,0.06,0,0.0577
CARtersville,1,0.09,0,0.0894
Cartersville  Recomb.,1,0.2,0,0.2047
CARTERSVILLE BK 8,1,0.57,0,0.5729
CARTERSVILLE BLK 1,1,0.4,0,0.4001
CARTERVILLE BLK 1,1,1.18,0,1.1808
CARTNER HEIRS PROPERTIES,1,0.18,0,0.1767
CARVANA CONCORD,1,89.89,0,89.8862
CASTLE & COOK,1,0.04,0,0.0402
CASTOR COURT,1,0.34,0,0.3375
CATAWBA OIL COMPANY INC.,1,0.43,0,0.4341
CEDAR ROSE BLK E,1,0.48,0,0.4824
CENTERVARD BLK A,1,0.26,0,0.2576
CENTERVIEW ADDITION BLK 5,1,0.47,0,0.4666
CENTERVIEW ADDITION BLK G,1,0.41,0,0.4124
CENTERVIEW BL 4,1,0.25,0,0.2469
CENTERVIEW BLK 5,1,0.38,0,0.3758
CENTERVIEW BLK A,1,0.26,0,0.2581
CENTERVIEW BLK B,1,0.21,0,0.2129
CENTERVIEW EXT. BLK C,1,0.18,0,0.1773
CENTERVIEW EXTENSION BLK B,1,0.21,0,0.2066
CENTRAL DRIVE,1,0.35,0,0.3525
Central Drive Ind. Park,1,1.76,0,1.7638
CHARLES & LINDA ABERNATHY,1,1.47,0,1.4707
CHARLES ALLMAN,1,0.68,0,0.6835
CHARLES E JOHNSTON HOMEPLACE,1,0.41,0,0.4062
CHARLES F ALLMON PROPERTY,1,1.86,0,1.8622
CHARLES F AMMON PROPERTY,1,0.75,0,0.7485
CHARLES L ROGERS,1,0.01,0,0.0068
CHARLES L ROGERS PROPERTY,1,0.37,0,0.3734
CHARLES R & VICKIE K FISHER,1,2.43,0,2.4338
CHARLES WILSON JORDAN,1,0.27,0,0.2694
CHARLIE R DEAL,1,4.02,0,4.0228
CHARLOTTE MOTOR SPEEDWAY & GROSSMAN PROPERTIES,1,0.87,0,0.8704
CHELSIA,1,0.17,0,0.1696
CHEN FEE LLC& ECKERD CORP.,1,2.08,0,2.0793
CHICK-FIL-A,1,0.91,0,0.906
CHRISTENBURY AMENITY SITE,1,3.07,0,3.0704
CHRISTENBURY SW CORNER LOT #7,1,4.43,0,4.4282
CHRISTENBURY VILLAGE A (CHRISTENBURY HALL) PH1,1,4.58,0,4.5761
CHRISTENBURY VILLAGE A (CHRISTENBURY HALL) PHASE 1,1,0.52,0,0.5226
CHRISTINE WEBSTER & PATRICIA MARSH,1,0.14,0,0.136
CHURCH OF GOD ORPHANAGE,1,2.99,0,2.9947
CHURCH OF GOD PROPECY,1,0.07,0,0.0741
CHURCH OF GOD PROPHECY,1,2.64,0,2.6402
CITY OF CONCORD ALCOHOL BEVERAGE CONTROL BOARD,1,2.01,0,2.0122
CITY OF CONCORD RECOMB.,1,0.61,0,0.6125
CITY OF KANNAPOLIS FIRE STATION #2,1,3.37,0,3.374
CLAUDIA T. LOWDER PROPERTY,1,1.66,0,1.6577
CLEAR SPRINGS PLAZA,1,6.75,0,6.7508
CLEMENT RAMDIN,1,3.56,0,3.5594
CLine Hmst.,1,0.48,0,0.4834
CLINEHEART BLK B,1,0.62,0,0.6224
CLINEHEART EXT,1,0.26,0,0.2556
CLOVER RIDGE TOWNHOMES PHASE I,1,0.24,0,0.2411
CLOVER RIDGE TOWNHOMES PHASE III,1,0.22,0,0.218
CLOVERIDGE,1,0.41,0,0.4058
CLOVERLEAD MHP,1,2.16,0,2.16
CLOVERLEAF,1,1.66,0,1.6587
CM sloop estate,1,0.36,0,0.3597
CM Sloop Estate,1,0.36,0,0.364
CM SLOOP ESTATE,1,0.93,0,0.932
CM SLOPP ESTATES BLK A,1,0.6,0,0.5973
COLDWATER COMM,1,2.29,0,2.2885
COLDWATER COMMERCIAL SUBD PH III  DIV LT# 9,1,0.61,0,0.6121
COLDWATER COMMERCIAL SUBD PH III DIV. LT 9,1,0.89,0,0.887
Coldwater Commericial Subd.,1,0.66,0,0.6639
COLDWATER RIDGE APARTMENTS II LLC,1,4.32,0,4.3163
COLLEGE PARK LTS 84 & 85,1,0.8,0,0.7981
COLONIAL PARD,1,0.18,0,0.1811
COLONIAL PARK,1,0.5,0,0.5021
Colonial Park Blk c.,1,0.27,0,0.2654
COMB. KANNAPOLIS 100 LLC PROPERTY,1,8.8,0,8.7989
COmmon open space for pine creek,1,0.93,0,0.933
CONCORD COMMERCE PARK,1,21.99,0,21.986
CONCORD COMMONS,1,18.33,0,18.3347
CONCORD MILLS OUTPARCEL,1,1.76,0,1.7605
CONCORD PARKWAY SOUTH,1,0.47,0,0.4719
CONCORD PARKWAY SOUTH MAP 1,1,2.41,0,2.4078
CONCORD PAVILION,1,1.0,0,1.0042
CONCORD REALTY,1,0.61,0,0.6068
CONCORD RETAIL INVESTMENT GROUP LLC,1,21.75,0,21.7526
CONCORD RETIREMENT RESIDENCE LLC,1,4.42,0,4.4197
CONCORD RETIREMENT RESIDENCE LLC MINOR SUB.,1,1.54,0,1.5391
CONVENTION CENTER PLAZA,1,1.87,0,1.8731
CONVENTION CENTER PLAZA LTB,1,0.96,0,0.963
COOK - POLK - BLACKMAN,1,0.28,0,0.2764
COOK OUT-CONCORD,1,1.01,0,1.0111
COPPERFEILD PLACE,1,0.47,0,0.469
COPPERFIELD INC PH  11,1,2.94,0,2.9353
COPPERFIELD INC PH  II,1,1.3,0,1.3049
COPPERFIELD INC PH II,1,2.48,0,2.4777
COPPERFIELD INC.,1,10.09,0,10.0878
COPPERFIELD SOUTHEAST,1,1.29,0,1.2878
CORDIA L HARRIS,1,0.53,0,0.5327
CORNERSTONE CONDOS,1,0.02,0,0.0199
COS RECOMBINATION OF LOTS 88-90 AND COS,1,0.74,0,0.743
COUNTY HOME PROPERTY,1,0.64,0,0.6411
COURTYARDS ON POPLAR TENT,1,0.18,0,0.1793
CRAINSHAW PROPERTY,1,0.59,0,0.5889
CREEKSIDE COMMERCIAL,1,1.51,0,1.5081
CRESCENT COMMUNITIES,1,22.24,0,22.2406
CSH KANNAPOLIS LLC & COUNCIL ENTERPRISES LLC,1,1.28,0,1.2798
CURTIS & NATASHA HANCOCK,1,0.7,0,0.6974
CVS 3435 NC LLC,1,2.35,0,2.3499
D A MCLAURIN,1,0.37,0,0.3695
D.W Newton,1,1.45,0,1.451
D.W. Newton,1,1.17,0,1.1712
DALLAS FRANKLIN DRAKE & KATHRYN S DRAKE,1,4.1,0,4.1014
DAN MORGAN,1,0.35,0,0.3475
DANIEL PHILLIP PIERCE,1,0.26,0,0.2622
DANIELA BEAUVAIS & RICHARD BEAUVAIS,1,2.28,0,2.277
DANNY MOREAU,1,3.26,0,3.2552
DANNY RAY & LANITA PLUMMER,1,0.54,0,0.5385
DATSUN AVENUE,1,4.76,0,4.7595
DAVID BARBEE,1,1.88,0,1.8785
DAVIDSON APARTMENTS,1,11.98,0,11.9799
Dayvault Estate,1,0.34,0,0.3369
DAYVAULT ESTATES,1,0.33,0,0.3323
DAYVAULT PARK & CLINE INVESTMENT,1,0.28,0,0.2796
DAYVAULT PROP,1,0.23,0,0.2303
DAYVAULT/EUDY,1,2.13,0,2.1268
DEB COMMERCIAL,1,4.26,0,4.2576
DEB Commercial LOT 12 REVISED,1,1.88,0,1.8844
DEB Commericial,1,1.72,0,1.7225
DEER MEADOWS COURT,1,1.05,0,1.0463
DIANNE & NORRIS JAMES,1,8.5,0,8.4971
DICKENS PLACE EXTENSION,1,13.41,0,13.4139
DIV OF GERRY W CALLOWAY,1,1.53,0,1.5309
div. of Gordon Johnston Estate,1,0.24,0,0.243
DIVISION  CAROLINA FARM CREDIT ACA,1,1.98,0,1.9849
DIVISION  OF BELVA C. LEWIS,1,0.67,0,0.669
DIVISION CA-SE CONSTRUCTION,1,0.35,0,0.3493
DIVISION CAROLINA FARM CREDIT ACA,1,0.93,0,0.9331
DIVISION COOPER & FISHER PROPERTY,1,0.49,0,0.4916
Division of  McDonald Homes Inc Property,1,0.4,0,0.4005
DIVISION OF 1.045AC,1,0.28,0,0.2809
DIVISION OF BOB & BRENDA MIDDLETON PROP,1,1.25,0,1.2503
DIVISION OF COOPER & FISHER PROPERTY,1,0.36,0,0.3646
DIVISION OF CORA E. MILLS PROP.,1,1.36,0,1.3602
DIVISION OF CORA MILLS PROP.,1,0.41,0,0.4091
DIVISION OF DOGWOOD PARTNERS I,1,3.01,0,3.0057
DIVISION OF NEW GATE ASSOCIATES INC,1,0.26,0,0.2606
DIVISION STACEY & AMY HONEYCUTT,1,2.2,0,2.2008
DIVISON OF BOB & BRENDA MIDDLETON PROP.,1,3.2,0,3.2016
DIXIE PARK BLK 11,1,0.16,0,0.1569
DIXIE PARK BLK11,1,0.17,0,0.1722
DIXIE PARK BLOCK 6,1,0.28,0,0.2798
DOMINION RIDGE AT HIGHLAND CREEK PH 7 MAP 3,1,2.91,0,2.9085
DON'S MOBILE PARK,1,0.75,0,0.7504
DONALD W. BRADFORD,1,10.41,0,10.4067
DORIS H BUCHANAN,1,1.3,0,1.3031
DORIS LOWDER,1,6.12,0,6.1171
DOUG SLOOP,1,0.91,0,0.9074
DOuglas company llc,1,9.88,0,9.8757
DOUGLAS COMPANY LLC,1,11.12,0,11.1158
DOWNS & ENSLEY PROP,1,10.34,0,10.3361
DR EARL E CORRELL,1,0.8,0,0.7988
Dr. Earl E. Correll Minor Sub.,1,0.74,0,0.7408
Dr.Earl E. Correll Minor Sub.,1,0.71,0,0.7114
Duke Energy,1,41.22,0,41.2191
DUKE ENERGY CORP RECOMB,1,1.35,0,1.3512
E F WHITE,1,0.14,0,0.1364
E.J Winecoff Est.,1,18.22,0,18.2195
EAGLE HEIGHTS,1,0.5,0,0.5013
EAGLE HTS.,1,0.86,0,0.8638
EARL J & MARY A WHITE,1,7.75,0,7.7521
EARL LEE GOODMAN JR,1,21.26,0,21.261
EAST-OVER,1,0.23,0,0.2274
EAST C STREET AND SHARPE AVENUE,1,21.84,0,21.8437
"East Lake View BK I,K,L",1,0.34,0,0.3434
EAST VILLAGE,1,1.32,0,1.3195
EASTlake view blk c,1,0.33,0,0.3313
EASTOVER BLK B,1,0.31,0,0.3071
EASTOVER PARK BLK  2,1,0.14,0,0.1355
EASTOVER/41 PATTON CT,1,0.39,0,0.3907
EASTWAY VILLAG SECT TWO,1,0.42,0,0.4183
EASTWOOD & ANNIE MCKINGHT FINGER,1,0.21,0,0.2131
ECONO LUBE N TUNE,1,0.53,0,0.5287
ED M COOK ESTATE,1,0.24,0,0.2391
Eddie L RODGERS,1,0.31,0,0.3083
Eddie L. Rodgers,1,0.19,0,0.1917
EDDIE L. RODGERS,1,0.22,0,0.216
EDDLEMAN PLAZA BLK B,1,0.58,0,0.5778
EDDLEMAN PLAZA BLK C & ROYAL OAKS BLK 26,1,0.77,0,0.7733
EDGERSON HEIGHTS,1,0.23,0,0.2271
EDGEWOOD manor,1,0.46,0,0.4622
EDISON SQUARE - LOT 2B,1,1.78,0,1.7837
EDITH DAVIS,1,0.89,0,0.8882
Edna  Brines Overcash Comb.,1,4.83,0,4.8328
Edna Brines Overcash  Recombination,1,1.75,0,1.7483
ELENA TUCKER,1,4.98,0,4.9773
ELIZABETH P COOK FAMILY LTD PARTNERSHIP,1,28.43,0,28.432
ELLA D HARRIS,1,0.44,0,0.4392
ELLA D. HARRIS,1,0.71,0,0.7149
ELLLA D HARRIS,1,0.3,0,0.3009
ELM PARTNERS 2 LLC,1,2.21,0,2.2145
ELMWOOD ESTATES,1,0.49,0,0.4868
ELMWOOD PK,1,0.08,0,0.0824
ELWANDA B JOHNSON,1,0.55,0,0.554
ELWOOD BLK D,1,0.21,0,0.2071
ELWOOD BLK G,1,0.4,0,0.3978
ELWOOD DURHAM'S ADDITION TO WEST BROOK,1,0.26,0,0.2555
ELWOOD DURHAM'S ADDITION TO WESTBROOK,1,0.24,0,0.2424
ELWOOD DURHAMS ADDITION TO WESTBROOK,1,0.28,0,0.2792
Elwood Lane,1,0.26,0,0.2625
ELWOOD LN BLK C,1,0.44,0,0.436
EMINENT DOMAIN LITIGATION SURVEY,1,0.88,0,0.8802
ERIC E & ASHLEY N UPTON,1,1.93,0,1.9283
ESTATE OF JIMMIE HAYES,1,0.14,0,0.1386
ESTATE OF MARGARET BOST,1,0.16,0,0.1581
ETHEL L LITTLE,1,4.55,0,4.5538
EVERGREEN LAND COMPANY,1,1.16,0,1.1554
EXCEPT PLAT 806 OAKSHADE AVE,1,0.32,0,0.316
EXCEPTION PLAT OFR BOBBY RAY GODDMAN SR,1,1.15,0,1.1507
EXCEPTION PLAT PROPERTY OF ALLEN LEE EUDY,1,0.21,0,0.2076
EXCEPTION SUB. OF LINDA RENNE OWENS,1,0.22,0,0.2239
EXCEPTION SUBDIV PLAT 1255 OLD CHARLOTTE RD,1,0.32,0,0.3186
EXECUTIVE PARK,1,1.68,0,1.6808
EXEMPTION PLAT BLENDA C GRIFFIN,1,0.19,0,0.1948
EXMPT PLAT 1011 LAKEVIEW,1,0.22,0,0.2187
EXMPT PLAT 1011 LAKEVIEW ST,1,0.22,0,0.2184
EXP PLAT 806 OAKSHADE AVE,1,0.21,0,0.2121
FAIRINGTON WEST APARTMENTS,1,5.29,0,5.2879
FAIRVIEW FLEX OFFICE SPACE,1,1.34,0,1.3383
FARM AT RIVERPOINTE PH 1A MAP 2,1,0.26,0,0.2626
FARM AT RIVERPOINTE PH 3A MAP 1,1,0.24,0,0.2441
FARM OF M F TEETER,1,27.57,0,27.5691
FARMINGTON,1,2.0,0,2.0027
FENTON-DELL PH3 M2,1,0.43,0,0.4291
FENTON-DELL PH3 MAP3,1,0.7,0,0.6994
FIRE STATION 12,1,5.32,0,5.3165
FIRST WESLEYAN CHURCH OF KANNAPOLIS  NC RECOMB.,1,5.66,0,5.6633
FIRST WESLEYAN CHURCH OF KANNAPOLIS RECOMB.,1,8.39,0,8.3937
FISHER-DUMS PROPERTY,1,5.57,0,5.569
FISHER & FISHER BLK A,1,0.18,0,0.1791
Fisher Commons,1,0.28,0,0.2759
FISHER STREET COMMONS,1,0.29,0,0.2928
FIVE KNOLLS,1,7.9,0,7.9019
FIVE OAKS MANOR LLC,1,3.88,0,3.8796
FLEETWOOD SUBDIV,1,0.72,0,0.7179
FOOD TOWN STORES,1,3.59,0,3.5937
FOX HUNT PH 11,1,0.2,0,0.203
Foy Fisher,1,0.19,0,0.193
Foy fisher Prop.,1,0.16,0,0.1594
Foy Fisher Prop.,1,0.55,0,0.5491
FOY FISHER PROPERTY,1,0.55,0,0.5486
FRANCES HAVEN PH 1  M4,1,0.35,0,0.3542
FRANCES HAVEN PH 1 M2,1,0.35,0,0.3536
FRANK TROUTMAN,1,0.93,0,0.9295
Franklin Heights,1,0.17,0,0.1749
FRANKLIN HEIGHTS  BLK G,1,0.44,0,0.4391
FRANKLIN HT BAPTIST CH,1,0.58,0,0.5768
Franklin Hts,1,0.09,0,0.0877
FRANKLIN HTS BAPTIST CH,1,7.15,0,7.1467
FRANKLIN HTS BLK C,1,0.39,0,0.3949
FRED CARPENTER JR RECOMB,1,0.43,0,0.4321
FRED E FUNDERBURD BLK C,1,0.39,0,0.3855
FRED E FUNDERBURK (REV),1,0.21,0,0.2105
FRED E FUNDERBURK BLK C,1,0.39,0,0.3882
FRED PENN MOTLEY PROPERTY,1,1.29,0,1.292
FRED W GLASS ADD,1,0.14,0,0.1366
FRED W. GLASS ADD,1,0.14,0,0.1371
FUNDERBURK,1,0.23,0,0.2308
Furture Dev. Stonebridge,1,1.0,0,1.0004
FUT MAIN STREET & BROADWAY BLVD-TOWN OF MIDLAND,1,3.44,0,3.4417
FUTURE BRIDGE POINTE,1,8.38,0,8.3777
FUTURE DEV FOUNDERS RESERVE,1,12.01,0,12.0087
FUTURE PENDLETON,1,19.54,0,19.5376
FW GLASS ESTATE,1,0.35,0,0.3493
G.M.V WINECOFF,1,0.35,0,0.3537
G.M.V. WINECOFF EST. & L.H. SIDES,1,0.28,0,0.2759
GEORGE C KENT,1,1.31,0,1.3057
George C. Winecoff,1,0.21,0,0.2097
George Cl Winecoff,1,0.23,0,0.2259
GEORGE I SHINN JR,1,0.47,0,0.4657
GEORGE I SHINN JR PROPERTY,1,0.18,0,0.1805
GEORGE I. SHINN,1,0.53,0,0.5256
GEORGE W WINECOFF,1,0.18,0,0.1843
GERALD W & KIMBERLY M HINSON PROPERTY,1,0.53,0,0.5261
GERGE WINECOFF SUB.,1,0.22,0,0.222
GLASS - ADDITION,1,1.06,0,1.0619
GLASS ADDITION 2,1,14.47,0,14.4711
GLENGOVE SUBIDIVISION PHASE 2 PHASE 4,1,0.23,0,0.2301
GLENGROVE PH 2 PH 8 MAP 1 REV,1,0.38,0,0.38
GLENGROVE PHASE 2 PHASE 2 AMENITIES AREA,1,6.82,0,6.824
GLENGROVE SUBDIVISION PH1,1,1.24,0,1.2446
GLENN D MEDLIN EST,1,0.34,0,0.3447
GLENN D MEDLIN SR,1,0.35,0,0.3469
GLK GROUP LLC,1,2.5,0,2.4991
"GLK GROUP,LLC",1,1.82,0,1.8219
GOLD RUSH DR SE SITE,1,5.01,0,5.0114
GOLD RUSH DRIVE SE SITE,1,2.63,0,2.6341
GOLDSBORO-SOUTHSTAR RECOMB,1,0.67,0,0.6727
GOODMAN HEIGHTS BLK G,1,0.66,0,0.6613
GOODMAN Place,1,0.12,0,0.1219
GOODNIGHT PROPERTY,1,0.3,0,0.299
GRANITE ESTATES,1,12.08,0,12.0836
GRAVES TRAILER PARK,1,1.63,0,1.6328
GREEN ACRES PARK ADDITION,1,0.44,0,0.4361
GREENE & ATWELL RESUB.,1,0.16,0,0.1571
GREENWOOD HEIGHTS BLK A,1,1.34,0,1.3368
GREENWOOD HTS BL B,1,0.72,0,0.7219
GREGORY S. SCHABARUM PROP.,1,0.71,0,0.7057
Gulledge and Brown,1,0.52,0,0.5153
GUY E CRESS & GIL L ROBERTS PROPERTIES,1,1.35,0,1.3457
HALLSTEAD PH 2 REV,1,0.16,0,0.1592
HALLSTEAD PH2 REV,1,0.15,0,0.1482
HAMPDEN VILLAGE RECOMB & CONSERVATION PLAT,1,4.77,0,4.772
HANNAH'S MEADOW,1,7.0,0,6.9972
HARBOUR TOWNE MAP 4,1,0.2,0,0.2004
HARDIN ACRES,1,0.28,0,0.2755
HAROLD W CLINE,1,0.21,0,0.2084
"HARRIS ADDITION RECOMB. LT 19,20",1,0.23,0,0.2313
"HARRIS ADDITION RECOMB. OF LTS 19,20",1,0.18,0,0.1817
Harrisburg Hts.,1,0.47,0,0.473
HARRISBURG INDUSTRIAL PARK,1,9.34,0,9.3381
HARRISBURG PARK blk m sec 2,1,0.35,0,0.3498
HARRISBURG PROFFESIONAL,1,0.75,0,0.7518
HARRY A & LEE H  MARTIN,1,0.88,0,0.8753
HARRY G HARTSELL PROPERTY,1,0.91,0,0.908
HARTSELL ESTATES,1,0.11,0,0.1132
HAWTHORNE PH 1 M 5,1,0.4,0,0.4041
HAWTHORNE PH 1 MAP 1,1,0.37,0,0.3701
HAWTHORNE PH 1 MAP 4,1,0.41,0,0.4114
HAWTHORNE PH 1 MAP 7,1,0.44,0,0.4443
HEATHERSTONE PH4 M1,1,0.25,0,0.253
HEGLAR PROPERTY,1,0.33,0,0.3329
HEIRS OF DAVID EVANS,1,0.15,0,0.1504
HELEN BOST COCHRAN HEIRS,1,0.61,0,0.607
HENDRICK MOTORSPORTS,1,0.15,0,0.146
HENRY D & DAISY FORTSON,1,0.72,0,0.7226
HENRY E. COLEY TRACT,1,3.04,0,3.0442
HERITAGE COURT - 8.371 AC,1,7.56,0,7.5618
HERMITAGE ASSOCIATES,1,1.65,0,1.6531
HERTFORDSHIRE PH 11 & III,1,0.35,0,0.3516
HH & WC GOODNIGHT BLK 4 & BLK 3,1,0.72,0,0.7191
HICO DESIGN LLC,1,0.26,0,0.2633
HIGHLAND PARD,1,0.21,0,0.2111
HIGHLAND street Commons,1,0.33,0,0.3271
HIGHWAY 49 INVESTMENT GROUP,1,6.02,0,6.019
HIGHWAY 73 PARKWAY,1,10.0,0,10.0043
"HILbish Prop., llc",1,1.3,0,1.2951
"HILBISH PROPERTIES , LLC",1,6.95,0,6.9532
"HILBISH PROPERTIES, LLC",1,6.42,0,6.4219
hileman park sub.,1,2.92,0,2.9222
HILL-CREST,1,0.53,0,0.53
HILL CREST BLK A,1,1.89,0,1.8872
HILL CREST BLK D,1,0.23,0,0.2288
HILL CREST BLK G,1,0.23,0,0.2271
HILLANDALE TOWNS LLC,1,2.27,0,2.2686
HILLCREST  SECTION 2,1,0.73,0,0.7278
HILLCREST SUB. BLK A. SEC H.,1,0.3,0,0.3014
HILLCREST SUBD. BLK A SEC H,1,0.29,0,0.2928
"Hillcrest, Sec.""H""",1,2.52,0,2.5176
HILLCRFEST,1,0.92,0,0.9173
HILLTOP ACRES PT III & PT/PT 11,1,3.16,0,3.1599
Hilman Park,1,0.53,0,0.5291
HOLBROOKS & DAYVAULT,1,0.24,0,0.2429
HOLBROOKS & DAYVAULT PROP,1,0.27,0,0.2675
HOLCOMB WOODS PH1 MP10,1,0.2,0,0.1971
HOLCOMB WOODS PH2 MP1 LOT # REVISION,1,0.19,0,0.1916
HOMEPLACE OF CHARLES E JOHNSON,1,0.15,0,0.1508
HOMEPLACE OF HARVEY B ROGERS,1,0.39,0,0.3901
HOMESTEAD MHP,1,10.5,0,10.4972
HOMESTEAD PLACE,1,10.42,0,10.4181
HOOVER & ALEXANDER ADD. TO ROYAL OAKS,1,0.23,0,0.2296
Hoover &Alexander add toRoyal Oaks,1,0.28,0,0.2847
HOOVER HOSIERY CO PROPERTY,1,0.34,0,0.343
HOOVER HOSIERY COMPANY PROPERTY,1,1.11,0,1.1126
Hoover&Alexander add Royal Oaks,1,0.29,0,0.2934
Hoover&AlexanderAdd.Royal Oaks,1,0.3,0,0.3007
HOPE CHAPEL,1,8.01,0,8.0149
HOWARD EUGENE DAVVS & WIFE TERESA,1,0.34,0,0.3369
HOWARD HURLOCKER,1,0.58,0,0.5828
HOWARD V WYRICK EST,1,7.84,0,7.8361
HUNTER FAMILY TRUST PROP,1,2.99,0,2.985
HURLOCKER PROP,1,3.36,0,3.3579
INDEPENDENCE SQ,1,0.26,0,0.2612
INDEPENDENCE SQUARE,1,0.26,0,0.261
INTERNATIONAL BUSINESS PARK,1,0.04,0,0.0393
INTERNATIONAL BUSINESS PARK AT CONCORD PH2,1,3.31,0,3.3064
INTERNATIONAL CHURCH OF THE FOURSQUARE GOSPEL,1,11.44,0,11.4359
INTERNATIONAL DRIVE AT POPLAR TENT ROAD,1,16.41,0,16.4061
Ira f. Miller,1,0.25,0,0.2501
ISENHOUR & BARRETTS SHADY HAVEN,1,0.95,0,0.9498
ISENHOUR PROP BLK A,1,0.32,0,0.3225
ISENHOUR S/D,1,2.79,0,2.7919
J A FURR,1,0.52,0,0.5223
J A FURR PROPERTY,1,2.06,0,2.0611
J G LOWE,1,0.53,0,0.5348
J G LOWE LAKE VIEW,1,0.19,0,0.191
J G LOWE SD,1,0.19,0,0.1926
J J HONEYCUTT,1,1.82,0,1.8179
J L SLOOP PROPERTY,1,0.36,0,0.3601
J W COOK,1,0.26,0,0.2594
J W EASLEY ESTATE,1,1.23,0,1.2293
J. LUTHER JONES,1,0.91,0,0.9107
J. LUTHER JONES PROPERTY,1,0.96,0,0.9618
J.A FURR,1,0.63,0,0.6253
j.a. winecoff est.,1,0.53,0,0.5307
J.G Lowe,1,0.28,0,0.2797
J.G. LOWE,1,0.23,0,0.2276
JA BLACKWELDER,1,0.19,0,0.188
Jackson Park,1,0.42,0,0.4158
JACKSON PARK BK BB,1,0.27,0,0.2737
JACKSON PARK BLK 21,1,0.45,0,0.4513
JACKSON PARK BLK 2D,1,0.24,0,0.2352
JACKSON PARK BLK 2K,1,0.25,0,0.2479
JACKSON PARK BLK 2L,1,0.42,0,0.4226
JACKSON PARK BLK Z,1,0.17,0,0.1668
JACKSON PK BLK 2J,1,0.33,0,0.3273
JAMES & DELIA WYATT,1,15.01,0,15.0109
JAMES B. MOORE III & SHEILA  PROPERTY,1,3.88,0,3.8754
JAMES DANIEL & PATRICIA PLESS BARRIER,1,5.05,0,5.0482
JAMES FRANK HEGLAR TRACT,1,7.04,0,7.0411
JAMES MOORE III & SHEILA B. PROPERTY,1,2.56,0,2.5616
JAMES P III & KAREN T MORRISON,1,0.93,0,0.9339
James Roseman,1,0.45,0,0.4523
James T. Burrage Property,1,2.26,0,2.2647
JAMESTOWN BLK H.,1,0.3,0,0.303
JANICE COCHRAN MORRIS,1,4.03,0,4.0286
JANICE COCHRAN MORRIS PROP.,1,2.0,0,2.001
JAY W. MORRIS JR.,1,1.34,0,1.3415
JB LINKER PROPERTY,1,0.14,0,0.1378
JC & JF FISHER PROPERTY,1,0.28,0,0.2786
JC FISHER,1,0.5,0,0.4985
JDL HOMES SUB.,1,0.48,0,0.4771
JEFF & DUSTIN WILLIAMS PROP,1,0.14,0,0.1375
Jeff W. Mayhew & Karen,1,0.25,0,0.2505
JEFFERY D & LAURA L GRAY,1,0.51,0,0.5068
Jeffrey W. Mayhew& Karen,1,0.26,0,0.2592
JESLYN BLAIR,1,2.0,0,2.0014
JF BARNHARDT,1,0.67,0,0.6662
JG LOWE BLK B,1,0.21,0,0.2107
JIM & BETTY BOST,1,19.31,0,19.3144
JIM DALTON SURVEY,1,15.97,0,15.9666
JOE P FISHER,1,0.38,0,0.381
JOEL & JANET JOHNSON,1,4.06,0,4.064
JOHN & OLGA KARAGOUNIS,1,1.95,0,1.9543
